src,dst,2017,2018,2019
SQL,Ruby on Rails,0,0,3211
SQL,RubyMine,342,770,726
SQL,SQL Server,8675,21588,0
SQL,SQLite,4810,8755,15415
SQL,Salesforce,510,1070,0
SQL,Serverless,345,1960,0
SQL,SharePoint,797,1362,0
SQL,Slack,0,0,10321
SQL,Spark,536,1622,0
SQL,Spring,0,6151,6880
SQL,Sublime Text,5281,12946,11694
SQL,Swift,990,3052,2546
SQL,TensorFlow,0,2177,3360
SQL,TextMate,215,472,386
SQL,Torch/PyTorch,0,444,1010
SQL,TypeScript,2201,9025,11704
SQL,Unity 3D,0,0,3616
SQL,Unreal Engine,0,0,1107
SQL,VB.NET,1824,4357,0
SQL,VBA,1247,3066,3722
SQL,Vim,4550,11126,12043
SQL,Visual Basic 6,820,2515,0
SQL,Visual Studio,8431,17413,17736
SQL,Visual Studio Code,3953,15711,24819
SQL,Vue.js,0,0,6164
SQL,WebAssembly,0,0,624
SQL,Windows,6966,39379,32034
SQL,Windows Phone,733,1233,0
SQL,WordPress,3008,7236,7883
SQL,Xamarin,1141,2656,2680
SQL,Xcode,1653,3782,3624
SQL,Zend,120,216,189
SQL,iOS,2294,5348,5122
SQL,jQuery,0,0,22119
SQL Server,.NET Core,4727,10586,0
SQL Server,AWS,0,5116,0
SQL Server,Amazon DynamoDB,0,1167,0
SQL Server,Amazon Echo,0,758,0
SQL Server,Amazon RDS/Aurora,0,1009,0
SQL Server,Amazon Redshift,0,491,0
SQL Server,Amazon Web Services (AWS),2195,0,0
SQL Server,Android,2566,7386,0
SQL Server,Android Studio,1743,5202,0
SQL Server,Angular/Angular.js,0,9001,0
SQL Server,AngularJS,3564,0,0
SQL Server,Apache HBase,0,478,0
SQL Server,Apache Hive,0,601,0
SQL Server,Apple Watch or Apple TV,0,410,0
SQL Server,Arduino,881,2530,0
SQL Server,Atom,1451,3749,0
SQL Server,Azure,0,5489,0
SQL Server,BSD/Unix,0,35,0
SQL Server,Coda,59,177,0
SQL Server,Cordova,815,1918,0
SQL Server,Django,0,1843,0
SQL Server,Drupal,0,836,0
SQL Server,ESP8266,0,505,0
SQL Server,Eclipse,2195,5397,0
SQL Server,Elasticsearch,0,3207,0
SQL Server,Emacs,305,608,0
SQL Server,Firebase,537,3252,0
SQL Server,Gaming console,0,358,0
SQL Server,Google BigQuery,0,465,0
SQL Server,Google Cloud Platform/App Engine,0,1773,0
SQL Server,Google Cloud Storage,0,1316,0
SQL Server,Google Home,0,365,0
SQL Server,Hadoop,346,986,0
SQL Server,Heroku,0,2042,0
SQL Server,IBM Cloud or Watson,0,374,0
SQL Server,IBM Db2,0,1000,0
SQL Server,IPython / Jupyter,380,1433,0
SQL Server,IntelliJ,1728,5540,0
SQL Server,Komodo,84,195,0
SQL Server,Light Table,26,64,0
SQL Server,Linux,2040,9022,0
SQL Server,Linux-based,0,3130,0
SQL Server,MacOS,1220,6987,0
SQL Server,Mainframe,148,274,0
SQL Server,MariaDB,0,3081,0
SQL Server,Memcached,0,1065,0
SQL Server,Microsoft Azure,2519,0,0
SQL Server,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,4165,0
SQL Server,MySQL,4849,14774,0
SQL Server,Neo4j,0,636,0
SQL Server,NetBeans,972,2754,0
SQL Server,Node.js,2992,9444,0
SQL Server,Notepad++,5590,13003,0
SQL Server,Oracle,2101,3845,0
SQL Server,PHPStorm,724,2075,0
SQL Server,PostgreSQL,1882,7027,0
SQL Server,Predix,0,57,0
SQL Server,PyCharm,715,2508,0
SQL Server,RStudio,322,948,0
SQL Server,Raspberry Pi,1425,3759,0
SQL Server,React,1038,4480,0
SQL Server,RubyMine,140,337,0
SQL Server,SQLite,2836,5350,0
SQL Server,Salesforce,321,718,0
SQL Server,Serverless,240,1107,0
SQL Server,SharePoint,764,1362,0
SQL Server,Spark,239,770,0
SQL Server,Spring,0,3154,0
SQL Server,Sublime Text,2563,6748,0
SQL Server,TensorFlow,0,1153,0
SQL Server,TextMate,86,248,0
SQL Server,Torch/PyTorch,0,252,0
SQL Server,Vim,1682,4506,0
SQL Server,Visual Studio,8420,17218,0
SQL Server,Visual Studio Code,3559,12070,0
SQL Server,Windows,5522,32831,0
SQL Server,Windows Phone,685,1185,0
SQL Server,WordPress,1516,4220,0
SQL Server,Xamarin,1087,2619,0
SQL Server,Xcode,933,2328,0
SQL Server,Zend,68,170,0
SQL Server,iOS,1375,3461,0
SQLite,.NET,0,0,6614
SQLite,.NET Core,1686,2652,4519
SQLite,ASP.NET,0,0,5057
SQLite,AWS,0,3055,6535
SQLite,Amazon DynamoDB,0,707,0
SQLite,Amazon Echo,0,445,0
SQLite,Amazon RDS/Aurora,0,717,0
SQLite,Amazon Redshift,0,293,0
SQLite,Amazon Web Services (AWS),2142,0,0
SQLite,Android,3432,5555,10119
SQLite,Android Studio,2587,4377,7260
SQLite,Angular/Angular.js,0,3385,5794
SQLite,AngularJS,2209,0,0
SQLite,Ansible,0,0,1927
SQLite,Apache HBase,0,243,0
SQLite,Apache Hive,0,276,0
SQLite,Apache Spark,0,0,1100
SQLite,Apple Watch or Apple TV,0,377,0
SQLite,Arduino,1045,1852,3489
SQLite,Atom,1572,2664,3556
SQLite,Azure,0,1348,0
SQLite,BSD/Unix,0,31,51
SQLite,Chef,0,0,522
SQLite,Coda,65,137,237
SQLite,Cordova,827,1185,1897
SQLite,CryEngine,0,0,175
SQLite,Django,0,2048,4229
SQLite,Docker,0,0,7943
SQLite,Drupal,0,492,882
SQLite,ESP8266,0,427,0
SQLite,Eclipse,1884,2609,3567
SQLite,Elasticsearch,0,1809,0
SQLite,Emacs,496,580,1208
SQLite,Express,0,0,3952
SQLite,Firebase,920,2827,0
SQLite,Flask,0,0,3741
SQLite,Flutter,0,0,1064
SQLite,Gaming console,0,193,0
SQLite,Google BigQuery,0,325,0
SQLite,Google Cloud Platform/App Engine,0,1291,3758
SQLite,Google Cloud Storage,0,959,0
SQLite,Google Home,0,229,0
SQLite,Hadoop,318,475,964
SQLite,Heroku,0,1672,3165
SQLite,IBM Cloud or Watson,0,239,566
SQLite,IBM Db2,0,346,0
SQLite,IPython / Jupyter,553,1235,2995
SQLite,IntelliJ,1848,3591,6640
SQLite,Komodo,90,108,167
SQLite,Kubernetes,0,0,2066
SQLite,Laravel,0,0,2659
SQLite,Light Table,26,37,78
SQLite,Linux,2686,6472,13791
SQLite,Linux-based,0,3365,6846
SQLite,MacOS,1632,6435,8925
SQLite,Mainframe,103,116,0
SQLite,MariaDB,0,2341,0
SQLite,Memcached,0,959,0
SQLite,Microsoft Azure,835,0,3059
SQLite,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,999,0
SQLite,Neo4j,0,406,0
SQLite,NetBeans,847,1400,1846
SQLite,Node.js,2575,5055,9146
SQLite,Notepad++,2801,4555,7559
SQLite,Oracle,0,2325,0
SQLite,PHPStorm,816,1478,2308
SQLite,Pandas,0,0,2858
SQLite,Predix,0,44,0
SQLite,Puppet,0,0,603
SQLite,PyCharm,1016,2098,4314
SQLite,RStudio,258,458,917
SQLite,Raspberry Pi,1597,2708,5132
SQLite,React,1024,2722,0
SQLite,React Native,0,0,2327
SQLite,React.js,0,0,5673
SQLite,Ruby on Rails,0,0,1952
SQLite,RubyMine,211,294,479
SQLite,Salesforce,189,292,0
SQLite,Serverless,187,612,0
SQLite,SharePoint,294,369,0
SQLite,Slack,0,0,5647
SQLite,Spark,237,470,0
SQLite,Spring,0,1407,2674
SQLite,Sublime Text,2406,4191,6349
SQLite,TensorFlow,0,901,2346
SQLite,TextMate,136,195,325
SQLite,Torch/PyTorch,0,201,796
SQLite,Unity 3D,0,0,2405
SQLite,Unreal Engine,0,0,788
SQLite,Vim,2337,3809,6909
SQLite,Visual Studio,2970,4350,7668
SQLite,Visual Studio Code,1553,4469,12297
SQLite,Vue.js,0,0,3515
SQLite,Windows,2982,9777,14459
SQLite,Windows Phone,447,551,0
SQLite,WordPress,1411,2349,4166
SQLite,Xamarin,740,1174,1972
SQLite,Xcode,1442,2096,3525
SQLite,Zend,57,91,160
SQLite,iOS,1809,2704,4517
SQLite,jQuery,0,0,10134
Salesforce,.NET Core,160,358,0
Salesforce,Amazon Web Services (AWS),362,0,0
Salesforce,Android Studio,125,268,0
Salesforce,Angular/Angular.js,0,603,0
Salesforce,AngularJS,317,0,0
Salesforce,Atom,159,324,0
Salesforce,BSD/Unix,0,7,0
Salesforce,Coda,12,43,0
Salesforce,Cordova,104,182,0
Salesforce,Django,0,207,0
Salesforce,Eclipse,233,372,0
Salesforce,Emacs,38,90,0
Salesforce,Firebase,72,238,0
Salesforce,Hadoop,56,121,0
Salesforce,IPython / Jupyter,37,135,0
Salesforce,IntelliJ,185,422,0
Salesforce,Komodo,7,40,0
Salesforce,Light Table,7,28,0
Salesforce,Linux-based,0,262,0
Salesforce,MacOS,0,519,0
Salesforce,Mainframe,29,0,0
Salesforce,Microsoft Azure,145,0,0
Salesforce,NetBeans,76,133,0
Salesforce,Node.js,322,757,0
Salesforce,Notepad++,304,535,0
Salesforce,PHPStorm,73,201,0
Salesforce,PyCharm,65,189,0
Salesforce,RStudio,26,101,0
Salesforce,React,150,437,0
Salesforce,RubyMine,29,62,0
Salesforce,Serverless,0,158,0
Salesforce,SharePoint,82,168,0
Salesforce,Spark,43,123,0
Salesforce,Spring,0,254,0
Salesforce,Sublime Text,311,546,0
Salesforce,TensorFlow,0,127,0
Salesforce,TextMate,19,63,0
Salesforce,Torch/PyTorch,0,53,0
Salesforce,Vim,208,444,0
Salesforce,Visual Studio,281,496,0
Salesforce,Visual Studio Code,175,582,0
Salesforce,Windows,0,1026,0
Salesforce,Windows Phone,0,86,0
Salesforce,WordPress,191,407,0
Salesforce,Xamarin,53,121,0
Salesforce,Xcode,103,206,0
Salesforce,Zend,14,43,0
Scala,.NET,0,0,461
Scala,.NET Core,162,427,367
Scala,ASP.NET,0,0,338
Scala,AWS,0,1391,1656
Scala,Amazon DynamoDB,0,463,0
Scala,Amazon Echo,0,158,0
Scala,Amazon RDS/Aurora,0,372,0
Scala,Amazon Redshift,0,289,0
Scala,Amazon Web Services (AWS),608,0,0
Scala,Android,300,728,730
Scala,Android Studio,203,499,443
Scala,Angular/Angular.js,0,956,838
Scala,AngularJS,384,0,0
Scala,Ansible,0,0,593
Scala,Apache HBase,0,376,0
Scala,Apache Hive,0,551,0
Scala,Apache Spark,0,0,1192
Scala,Apple Watch or Apple TV,0,76,0
Scala,Arduino,113,304,306
Scala,Atom,305,773,532
Scala,Azure,0,370,0
Scala,BSD/Unix,0,10,6
Scala,Bash/Shell/PowerShell,0,2118,0
Scala,CSS,0,1915,0
Scala,Cassandra,218,640,576
Scala,Chef,0,0,176
Scala,Cobol,0,84,0
Scala,Coda,11,39,48
Scala,Cordova,86,171,160
Scala,Couchbase,0,0,160
Scala,CryEngine,0,0,51
Scala,Delphi/Object Pascal,0,105,0
Scala,Django,0,405,393
Scala,Docker,0,0,1993
Scala,Drupal,0,96,103
Scala,DynamoDB,0,0,560
Scala,ESP8266,0,72,0
Scala,Eclipse,328,704,524
Scala,Elasticsearch,0,1084,1128
Scala,Emacs,154,285,319
Scala,Express,0,0,538
Scala,Firebase,78,353,322
Scala,Flask,0,0,555
Scala,Flutter,0,0,125
Scala,Gaming console,0,66,0
Scala,Google BigQuery,0,202,0
Scala,Google Cloud Platform/App Engine,0,390,698
Scala,Google Cloud Storage,0,263,0
Scala,Google Home,0,72,0
Scala,HTML/CSS,0,2029,0
Scala,Hadoop,300,818,825
Scala,Heroku,0,449,398
Scala,IBM Cloud or Watson,0,105,149
Scala,IBM Db2,0,138,0
Scala,IPython / Jupyter,157,540,691
Scala,IntelliJ,897,2375,2393
Scala,Komodo,9,37,43
Scala,Kotlin,0,423,0
Scala,Kubernetes,0,0,810
Scala,Laravel,0,0,164
Scala,Light Table,9,40,37
Scala,Linux,477,2101,2384
Scala,Linux-based,0,1038,1159
Scala,MacOS,306,2232,1754
Scala,Mainframe,16,55,0
Scala,MariaDB,0,479,564
Scala,Memcached,0,335,0
Scala,Microsoft Azure,130,0,405
Scala,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,220,0
Scala,Microsoft SQL Server,0,0,701
Scala,MongoDB,402,1243,1113
Scala,MySQL,619,1710,1556
Scala,Neo4j,0,261,0
Scala,NetBeans,84,184,143
Scala,Node.js,430,1268,1229
Scala,Notepad++,303,781,746
Scala,Ocaml,0,125,0
Scala,Oracle,242,433,675
Scala,PHPStorm,61,185,170
Scala,Pandas,0,0,705
Scala,PostgreSQL,549,1682,1728
Scala,Predix,0,34,0
Scala,Puppet,0,0,172
Scala,PyCharm,186,621,694
Scala,RStudio,83,264,237
Scala,Raspberry Pi,209,555,571
Scala,React,251,879,0
Scala,React Native,0,0,266
Scala,React.js,0,0,952
Scala,Redis,308,944,985
Scala,Ruby on Rails,0,0,294
Scala,RubyMine,52,106,111
Scala,SQL,702,2064,2046
Scala,SQL Server,267,926,0
Scala,SQLite,276,552,913
Scala,Salesforce,43,121,0
Scala,Serverless,54,310,0
Scala,SharePoint,32,89,0
Scala,Slack,0,0,1068
Scala,Smalltalk,33,0,0
Scala,Spark,397,1164,0
Scala,Spring,0,1000,956
Scala,Sublime Text,421,1019,908
Scala,Swift,118,292,254
Scala,TensorFlow,0,455,500
Scala,TextMate,26,77,73
Scala,Torch/PyTorch,0,133,224
Scala,TypeScript,189,756,864
Scala,Unity 3D,0,0,222
Scala,Unreal Engine,0,0,103
Scala,VB.NET,56,166,0
Scala,VBA,47,167,161
Scala,Vim,602,1465,1468
Scala,Visual Basic 6,46,131,0
Scala,Visual Studio,247,569,483
Scala,Visual Studio Code,178,1011,1468
Scala,Vue.js,0,0,378
Scala,WebAssembly,0,0,115
Scala,Windows,270,1555,1354
Scala,Windows Phone,38,84,0
Scala,WordPress,121,296,297
Scala,Xamarin,57,132,109
Scala,Xcode,129,236,255
Scala,Zend,8,38,41
Scala,iOS,161,341,319
Scala,jQuery,0,0,842
Serverless,.NET Core,148,751,0
Serverless,Amazon Web Services (AWS),432,0,0
Serverless,Android Studio,99,479,0
Serverless,Angular/Angular.js,0,1145,0
Serverless,AngularJS,258,0,0
Serverless,Atom,188,730,0
Serverless,BSD/Unix,0,6,0
Serverless,Coda,15,42,0
Serverless,Cordova,77,308,0
Serverless,Django,0,444,0
Serverless,Eclipse,100,412,0
Serverless,Emacs,47,181,0
Serverless,Firebase,95,705,0
Serverless,Hadoop,56,227,0
Serverless,IPython / Jupyter,52,316,0
Serverless,IntelliJ,175,1001,0
Serverless,Komodo,9,38,0
Serverless,Light Table,10,35,0
Serverless,Linux-based,0,615,0
Serverless,MacOS,0,1368,0
Serverless,Mainframe,30,0,0
Serverless,Microsoft Azure,157,0,0
Serverless,NetBeans,30,159,0
Serverless,Node.js,374,1940,0
Serverless,Notepad++,167,664,0
Serverless,PHPStorm,52,265,0
Serverless,PyCharm,87,430,0
Serverless,RStudio,26,115,0
Serverless,React,201,1248,0
Serverless,RubyMine,27,90,0
Serverless,Salesforce,47,0,0
Serverless,SharePoint,42,118,0
Serverless,Spark,57,270,0
Serverless,Spring,0,543,0
Serverless,Sublime Text,202,921,0
Serverless,TensorFlow,0,330,0
Serverless,TextMate,14,70,0
Serverless,Torch/PyTorch,0,92,0
Serverless,Vim,245,1134,0
Serverless,Visual Studio,223,853,0
Serverless,Visual Studio Code,217,1556,0
Serverless,Windows,0,1621,0
Serverless,Windows Phone,0,107,0
Serverless,WordPress,110,554,0
Serverless,Xamarin,67,208,0
Serverless,Xcode,80,372,0
Serverless,Zend,6,38,0
SharePoint,.NET Core,467,840,0
SharePoint,Amazon Web Services (AWS),249,0,0
SharePoint,Android Studio,179,335,0
SharePoint,Angular/Angular.js,0,754,0
SharePoint,AngularJS,375,0,0
SharePoint,Atom,131,287,0
SharePoint,BSD/Unix,0,8,0
SharePoint,Coda,22,45,0
SharePoint,Cordova,109,214,0
SharePoint,Django,0,179,0
SharePoint,Eclipse,273,410,0
SharePoint,Emacs,43,77,0
SharePoint,Firebase,55,231,0
SharePoint,Hadoop,65,131,0
SharePoint,IPython / Jupyter,58,126,0
SharePoint,IntelliJ,182,322,0
SharePoint,Komodo,14,42,0
SharePoint,Light Table,9,29,0
SharePoint,Linux-based,0,171,0
SharePoint,MacOS,0,175,0
SharePoint,Mainframe,50,0,0
SharePoint,Microsoft Azure,358,0,0
SharePoint,NetBeans,130,188,0
SharePoint,Node.js,330,782,0
SharePoint,Notepad++,640,1003,0
SharePoint,PHPStorm,72,146,0
SharePoint,PyCharm,88,205,0
SharePoint,RStudio,56,118,0
SharePoint,React,112,403,0
SharePoint,RubyMine,21,54,0
SharePoint,Spark,34,99,0
SharePoint,Spring,0,234,0
SharePoint,Sublime Text,249,445,0
SharePoint,TensorFlow,0,104,0
SharePoint,TextMate,24,46,0
SharePoint,Torch/PyTorch,0,41,0
SharePoint,Vim,181,327,0
SharePoint,Visual Studio,763,1218,0
SharePoint,Visual Studio Code,349,932,0
SharePoint,Windows,0,2367,0
SharePoint,Windows Phone,0,209,0
SharePoint,WordPress,273,515,0
SharePoint,Xamarin,128,262,0
SharePoint,Xcode,108,193,0
SharePoint,Zend,17,46,0
Slack,.NET,0,0,3394
Slack,.NET Core,0,0,2619
Slack,ASP.NET,0,0,2903
Slack,Android Studio,0,0,3033
Slack,Angular/Angular.js,0,0,5172
Slack,Ansible,0,0,2027
Slack,Apache Spark,0,0,1119
Slack,Atom,0,0,2848
Slack,BSD/Unix,0,0,25
Slack,Chef,0,0,619
Slack,Coda,0,0,150
Slack,Cordova,0,0,1251
Slack,CryEngine,0,0,102
Slack,Django,0,0,2570
Slack,Drupal,0,0,689
Slack,Eclipse,0,0,1999
Slack,Emacs,0,0,832
Slack,Express,0,0,4297
Slack,Flask,0,0,2595
Slack,Flutter,0,0,636
Slack,Hadoop,0,0,966
Slack,IPython / Jupyter,0,0,2032
Slack,IntelliJ,0,0,5528
Slack,Komodo,0,0,89
Slack,Laravel,0,0,2080
Slack,Light Table,0,0,56
Slack,Linux-based,0,0,4719
Slack,MacOS,0,0,1207
Slack,NetBeans,0,0,800
Slack,Node.js,0,0,8360
Slack,Notepad++,0,0,3855
Slack,PHPStorm,0,0,1848
Slack,Pandas,0,0,2113
Slack,Puppet,0,0,607
Slack,PyCharm,0,0,2786
Slack,RStudio,0,0,591
Slack,React Native,0,0,2190
Slack,React.js,0,0,6231
Slack,Ruby on Rails,0,0,1988
Slack,RubyMine,0,0,428
Slack,Spring,0,0,2873
Slack,Sublime Text,0,0,4927
Slack,TensorFlow,0,0,1754
Slack,TextMate,0,0,231
Slack,Torch/PyTorch,0,0,666
Slack,Unity 3D,0,0,1364
Slack,Unreal Engine,0,0,482
Slack,Vim,0,0,5632
Slack,Visual Studio,0,0,3666
Slack,Visual Studio Code,0,0,9598
Slack,Vue.js,0,0,2980
Slack,Windows,0,0,9219
Slack,WordPress,0,0,3662
Slack,Xamarin,0,0,842
Slack,Xcode,0,0,1921
Slack,Zend,0,0,91
Slack,jQuery,0,0,7184
Smalltalk,.NET Core,39,0,0
Smalltalk,Amazon Web Services (AWS),59,0,0
Smalltalk,Android,66,0,0
Smalltalk,Android Studio,41,0,0
Smalltalk,AngularJS,49,0,0
Smalltalk,Arduino,39,0,0
Smalltalk,Atom,41,0,0
Smalltalk,Cassandra,16,0,0
Smalltalk,Coda,9,0,0
Smalltalk,Cordova,26,0,0
Smalltalk,Eclipse,78,0,0
Smalltalk,Emacs,34,0,0
Smalltalk,Firebase,21,0,0
Smalltalk,Hadoop,26,0,0
Smalltalk,IPython / Jupyter,15,0,0
Smalltalk,IntelliJ,44,0,0
Smalltalk,Komodo,6,0,0
Smalltalk,Light Table,6,0,0
Smalltalk,Linux,109,0,0
Smalltalk,MacOS,96,0,0
Smalltalk,Mainframe,13,0,0
Smalltalk,Microsoft Azure,17,0,0
Smalltalk,MongoDB,61,0,0
Smalltalk,MySQL,105,0,0
Smalltalk,NetBeans,24,0,0
Smalltalk,Node.js,69,0,0
Smalltalk,Notepad++,101,0,0
Smalltalk,Oracle,69,0,0
Smalltalk,PHPStorm,19,0,0
Smalltalk,PostgreSQL,90,0,0
Smalltalk,PyCharm,23,0,0
Smalltalk,RStudio,12,0,0
Smalltalk,Raspberry Pi,64,0,0
Smalltalk,React,31,0,0
Smalltalk,Redis,18,0,0
Smalltalk,RubyMine,11,0,0
Smalltalk,SQL,95,0,0
Smalltalk,SQL Server,84,0,0
Smalltalk,SQLite,84,0,0
Smalltalk,Salesforce,13,0,0
Smalltalk,Serverless,13,0,0
Smalltalk,SharePoint,25,0,0
Smalltalk,Spark,22,0,0
Smalltalk,Sublime Text,47,0,0
Smalltalk,Swift,39,0,0
Smalltalk,TextMate,14,0,0
Smalltalk,TypeScript,31,0,0
Smalltalk,VB.NET,30,0,0
Smalltalk,VBA,27,0,0
Smalltalk,Vim,69,0,0
Smalltalk,Visual Basic 6,30,0,0
Smalltalk,Visual Studio,80,0,0
Smalltalk,Visual Studio Code,35,0,0
Smalltalk,Windows,150,0,0
Smalltalk,Windows Phone,14,0,0
Smalltalk,WordPress,43,0,0
Smalltalk,Xamarin,21,0,0
Smalltalk,Xcode,52,0,0
Smalltalk,Zend,5,0,0
Smalltalk,iOS,50,0,0
Spark,.NET Core,129,0,0
Spark,Android Studio,155,374,0
Spark,Atom,202,560,0
Spark,BSD/Unix,0,12,0
Spark,Coda,13,53,0
Spark,Cordova,82,157,0
Spark,Eclipse,280,673,0
Spark,Emacs,98,215,0
Spark,Firebase,84,0,0
Spark,IPython / Jupyter,227,746,0
Spark,IntelliJ,508,1391,0
Spark,Komodo,11,41,0
Spark,Light Table,10,36,0
Spark,Linux-based,0,825,0
Spark,MacOS,0,873,0
Spark,NetBeans,68,195,0
Spark,Notepad++,264,722,0
Spark,PHPStorm,50,138,0
Spark,PyCharm,203,654,0
Spark,RStudio,123,387,0
Spark,RubyMine,35,65,0
Spark,Spring,0,734,0
Spark,Sublime Text,305,812,0
Spark,TensorFlow,0,577,0
Spark,TextMate,25,69,0
Spark,Torch/PyTorch,0,166,0
Spark,Vim,415,1065,0
Spark,Visual Studio,190,427,0
Spark,Visual Studio Code,125,635,0
Spark,Windows,0,740,0
Spark,Xamarin,52,115,0
Spark,Xcode,89,206,0
Spark,Zend,9,49,0
Spring,.NET,0,0,1495
Spring,.NET Core,0,0,1057
Spring,Android Studio,0,2109,0
Spring,Ansible,0,0,1099
Spring,Apache Spark,0,0,875
Spring,Atom,0,1731,0
Spring,BSD/Unix,0,18,9
Spring,Chef,0,0,363
Spring,Coda,0,63,0
Spring,Cordova,0,0,745
Spring,CryEngine,0,0,104
Spring,Eclipse,0,4136,0
Spring,Emacs,0,339,0
Spring,Flutter,0,0,354
Spring,Hadoop,0,0,781
Spring,IPython / Jupyter,0,503,0
Spring,IntelliJ,0,6004,0
Spring,Komodo,0,63,0
Spring,Light Table,0,49,0
Spring,Linux-based,0,2389,2827
Spring,MacOS,0,2382,1150
Spring,NetBeans,0,1134,0
Spring,Node.js,0,0,4193
Spring,Notepad++,0,3654,0
Spring,PHPStorm,0,590,0
Spring,Pandas,0,0,756
Spring,Puppet,0,0,372
Spring,PyCharm,0,1139,0
Spring,RStudio,0,251,0
Spring,React Native,0,0,849
Spring,RubyMine,0,173,0
Spring,Sublime Text,0,2690,0
Spring,TensorFlow,0,492,748
Spring,TextMate,0,126,0
Spring,Torch/PyTorch,0,111,255
Spring,Unity 3D,0,0,714
Spring,Unreal Engine,0,0,283
Spring,Vim,0,2877,0
Spring,Visual Studio,0,1544,0
Spring,Visual Studio Code,0,2778,0
Spring,Vue.js,0,0,1193
Spring,Windows,0,4212,1369
Spring,Xamarin,0,0,368
Spring,Xcode,0,702,0
Spring,Zend,0,65,0
Sublime Text,.NET,0,0,3499
Sublime Text,.NET Core,0,0,2153
Sublime Text,ASP.NET,0,0,2759
Sublime Text,Android Studio,1961,0,0
Sublime Text,Angular/Angular.js,0,0,4650
Sublime Text,Ansible,0,0,1349
Sublime Text,Apache Spark,0,0,1073
Sublime Text,BSD/Unix,0,0,19
Sublime Text,Chef,0,0,445
Sublime Text,Cordova,0,0,1286
Sublime Text,CryEngine,0,0,119
Sublime Text,Django,0,0,2668
Sublime Text,Drupal,0,0,803
Sublime Text,Eclipse,2054,0,0
Sublime Text,Express,0,0,3274
Sublime Text,Flask,0,0,2284
Sublime Text,Flutter,0,0,570
Sublime Text,Hadoop,0,0,898
Sublime Text,IPython / Jupyter,645,0,0
Sublime Text,IntelliJ,2367,0,0
Sublime Text,Komodo,83,0,0
Sublime Text,Laravel,0,0,2905
Sublime Text,Light Table,31,0,0
Sublime Text,Linux-based,0,0,5354
Sublime Text,MacOS,0,0,3260
Sublime Text,NetBeans,875,0,0
Sublime Text,Node.js,0,0,7380
Sublime Text,PHPStorm,1130,0,0
Sublime Text,Pandas,0,0,2222
Sublime Text,Puppet,0,0,435
Sublime Text,PyCharm,1164,0,0
Sublime Text,RStudio,278,0,0
Sublime Text,React Native,0,0,1759
Sublime Text,React.js,0,0,4968
Sublime Text,Ruby on Rails,0,0,1724
Sublime Text,RubyMine,260,0,0
Sublime Text,Spring,0,0,2555
Sublime Text,TensorFlow,0,0,1806
Sublime Text,TextMate,138,331,310
Sublime Text,Torch/PyTorch,0,0,618
Sublime Text,Unity 3D,0,0,1705
Sublime Text,Unreal Engine,0,0,542
Sublime Text,Vim,2781,5925,5552
Sublime Text,Visual Studio,2871,5554,4947
Sublime Text,Visual Studio Code,1782,6831,9193
Sublime Text,Vue.js,0,0,2791
Sublime Text,Windows,0,0,2664
Sublime Text,Xamarin,0,0,757
Sublime Text,Xcode,1314,2828,2455
Sublime Text,Zend,48,169,167
Sublime Text,jQuery,0,0,8931
Swift,.NET,0,0,1096
Swift,.NET Core,368,894,768
Swift,ASP.NET,0,0,834
Swift,AWS,0,1572,1669
Swift,Amazon DynamoDB,0,432,0
Swift,Amazon Echo,0,344,0
Swift,Amazon RDS/Aurora,0,368,0
Swift,Amazon Redshift,0,159,0
Swift,Amazon Web Services (AWS),749,0,0
Swift,Android,953,2656,2745
Swift,Android Studio,781,2299,2208
Swift,Angular/Angular.js,0,1365,1217
Swift,AngularJS,586,0,0
Swift,Ansible,0,0,295
Swift,Apache HBase,0,89,0
Swift,Apache Hive,0,117,0
Swift,Apache Spark,0,0,216
Swift,Apple Watch or Apple TV,0,912,0
Swift,Arduino,296,829,797
Swift,Atom,597,1460,1043
Swift,Azure,0,544,0
Swift,BSD/Unix,0,11,11
Swift,Bash/Shell/PowerShell,0,2546,0
Swift,CSS,0,3819,0
Swift,Cassandra,70,199,186
Swift,Chef,0,0,123
Swift,Cobol,0,103,0
Swift,Coda,59,167,131
Swift,Cordova,254,579,539
Swift,Couchbase,0,0,216
Swift,CryEngine,0,0,74
Swift,Delphi/Object Pascal,0,189,0
Swift,Django,0,608,578
Swift,Docker,0,0,1607
Swift,Drupal,0,172,185
Swift,DynamoDB,0,0,467
Swift,ESP8266,0,165,0
Swift,Eclipse,383,920,647
Swift,Elasticsearch,0,650,605
Swift,Emacs,140,243,234
Swift,Express,0,0,1036
Swift,Firebase,446,2190,1801
Swift,Flask,0,0,504
Swift,Flutter,0,0,410
Swift,Gaming console,0,138,0
Swift,Google BigQuery,0,193,0
Swift,Google Cloud Platform/App Engine,0,673,999
Swift,Google Cloud Storage,0,612,0
Swift,Google Home,0,159,0
Swift,HTML/CSS,0,3979,0
Swift,Hadoop,90,190,196
Swift,Heroku,0,844,808
Swift,IBM Cloud or Watson,0,184,205
Swift,IBM Db2,0,154,0
Swift,IPython / Jupyter,88,316,416
Swift,IntelliJ,558,1565,1551
Swift,Komodo,12,59,64
