src,dst,2017,2018,2019
C++,Coda,37,152,151
C++,CoffeeScript,234,613,0
C++,Common Lisp,142,0,0
C++,Cordova,471,1164,1061
C++,Couchbase,0,0,375
C++,CryEngine,0,0,211
C++,Dart,65,0,592
C++,Delphi/Object Pascal,0,861,0
C++,Django,0,2008,2347
C++,Docker,0,0,5250
C++,Drupal,0,510,565
C++,DynamoDB,0,0,831
C++,ESP8266,0,770,0
C++,Eclipse,2243,4806,4085
C++,Elasticsearch,0,1753,1872
C++,Elixir,76,0,302
C++,Emacs,710,1172,1370
C++,Erlang,118,356,319
C++,Express,0,0,2649
C++,F#,142,366,358
C++,Firebase,443,2535,2511
C++,Flask,0,0,2205
C++,Flutter,0,0,655
C++,Gaming console,0,479,0
C++,Go,483,1757,2063
C++,Google BigQuery,0,409,0
C++,Google Cloud Platform/App Engine,0,1511,2508
C++,Google Cloud Storage,0,1137,0
C++,Google Home,0,304,0
C++,Groovy,224,843,0
C++,HTML/CSS,0,12928,12496
C++,Hack,55,144,0
C++,Hadoop,341,760,842
C++,Haskell,283,1015,0
C++,Heroku,0,1606,1813
C++,IBM Cloud or Watson,0,293,497
C++,IBM Db2,0,481,0
C++,IPython / Jupyter,521,1884,2561
C++,IntelliJ,1590,4895,5131
C++,Java,3965,11359,10665
C++,JavaScript,4245,12527,12510
C++,Julia,68,231,0
C++,Komodo,81,156,146
C++,Kotlin,0,1026,1539
C++,Kubernetes,0,0,1315
C++,Laravel,0,0,1451
C++,Light Table,31,67,68
C++,Linux,3415,10678,12857
C++,Linux-based,0,5839,7048
C++,Lua,531,1388,0
C++,MacOS,1384,7186,5557
C++,Mainframe,144,217,0
C++,MariaDB,0,2411,3204
C++,Matlab,824,2741,0
C++,Memcached,0,818,0
C++,Microsoft Azure,570,0,1921
C++,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,1257,0
C++,Microsoft SQL Server,0,0,5191
C++,MongoDB,1258,4311,4587
C++,MySQL,3671,10332,10162
C++,Neo4j,0,450,0
C++,NetBeans,870,2273,1884
C++,Node.js,1957,6131,6483
C++,Notepad++,3258,7855,7526
C++,Objective-C,839,2123,1622
C++,Ocaml,0,265,0
C++,Oracle,1133,2176,3396
C++,PHP,2311,6702,5997
C++,PHPStorm,506,1504,1332
C++,Pandas,0,0,2251
C++,Perl,580,1420,0
C++,PostgreSQL,1606,5320,5595
C++,Predix,0,48,0
C++,Puppet,0,0,381
C++,PyCharm,913,2999,3608
C++,Python,3810,10676,11956
C++,R,465,1616,1602
C++,RStudio,226,678,743
C++,Raspberry Pi,1621,4003,4526
C++,React,641,2831,0
C++,React Native,0,0,1479
C++,React.js,0,0,3630
C++,Redis,684,2407,2532
C++,Ruby,673,1942,1651
C++,Ruby on Rails,0,0,1038
C++,RubyMine,124,289,274
C++,Rust,192,910,1274
C++,SQL,3693,10863,10720
C++,SQL Server,2070,6743,0
C++,SQLite,2340,4275,7462
C++,Salesforce,128,316,0
C++,Scala,300,859,785
C++,Serverless,114,582,0
C++,SharePoint,215,450,0
C++,Slack,0,0,3488
C++,Smalltalk,83,0,0
C++,Spark,232,664,0
C++,Spring,0,1863,1860
C++,Sublime Text,1981,5489,4912
C++,Swift,639,1976,1625
C++,TensorFlow,0,1817,2525
C++,TextMate,83,218,220
C++,Torch/PyTorch,0,446,892
C++,TypeScript,588,2739,3472
C++,Unity 3D,0,0,2792
C++,Unreal Engine,0,0,1222
C++,VB.NET,556,1899,0
C++,VBA,398,1300,1491
C++,Vim,2669,5883,6375
C++,Visual Basic 6,398,1453,0
C++,Visual Studio,3904,8496,8512
C++,Visual Studio Code,1366,6227,9875
C++,Vue.js,0,0,1855
C++,WebAssembly,0,0,513
C++,Windows,3825,17553,14059
C++,Windows Phone,385,746,0
C++,WordPress,868,2601,2827
C++,Xamarin,492,1291,1265
C++,Xcode,1086,2511,2375
C++,Zend,38,119,122
C++,iOS,1244,2936,2737
C++,jQuery,0,0,6679
CSS,.NET Core,0,10299,0
CSS,AWS,0,11516,0
CSS,Amazon DynamoDB,0,2418,0
CSS,Amazon Echo,0,1428,0
CSS,Amazon RDS/Aurora,0,2516,0
CSS,Amazon Redshift,0,893,0
CSS,Android,0,13054,0
CSS,Android Studio,0,9301,0
CSS,Angular/Angular.js,0,16383,0
CSS,Apache HBase,0,679,0
CSS,Apache Hive,0,744,0
CSS,Apple Watch or Apple TV,0,761,0
CSS,Arduino,0,5003,0
CSS,Atom,0,10105,0
CSS,Azure,0,5527,0
CSS,BSD/Unix,0,69,0
CSS,Bash/Shell/PowerShell,0,22942,0
CSS,Cassandra,0,1423,0
CSS,Coda,0,371,0
CSS,Cordova,0,3887,0
CSS,Django,0,5043,0
CSS,Drupal,0,1784,0
CSS,ESP8266,0,1027,0
CSS,Eclipse,0,9128,0
CSS,Elasticsearch,0,6652,0
CSS,Emacs,0,1596,0
CSS,Firebase,0,6729,0
CSS,Gaming console,0,568,0
CSS,Google BigQuery,0,898,0
CSS,Google Cloud Platform/App Engine,0,3848,0
CSS,Google Cloud Storage,0,2564,0
CSS,Google Home,0,649,0
CSS,Hadoop,0,1332,0
CSS,Heroku,0,5661,0
CSS,IBM Cloud or Watson,0,728,0
CSS,IBM Db2,0,1146,0
CSS,IPython / Jupyter,0,2944,0
CSS,IntelliJ,0,11844,0
CSS,Komodo,0,314,0
CSS,Light Table,0,85,0
CSS,Linux,0,20939,0
CSS,Linux-based,0,10585,0
CSS,MacOS,0,21436,0
CSS,Mainframe,0,333,0
CSS,MariaDB,0,7290,0
CSS,Memcached,0,2874,0
CSS,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,3974,0
CSS,MongoDB,0,13209,0
CSS,MySQL,0,29702,0
CSS,Neo4j,0,1136,0
CSS,NetBeans,0,4554,0
CSS,Node.js,0,21473,0
CSS,Notepad++,0,17637,0
CSS,Oracle,0,5179,0
CSS,PHPStorm,0,5790,0
CSS,PostgreSQL,0,15720,0
CSS,Predix,0,77,0
CSS,PyCharm,0,5453,0
CSS,RStudio,0,1207,0
CSS,Raspberry Pi,0,7595,0
CSS,React,0,12087,0
CSS,Redis,0,8892,0
CSS,RubyMine,0,911,0
CSS,SQL Server,0,20202,0
CSS,SQLite,0,9239,0
CSS,Salesforce,0,1146,0
CSS,Serverless,0,2219,0
CSS,SharePoint,0,1451,0
CSS,Spark,0,1246,0
CSS,Spring,0,6151,0
CSS,Sublime Text,0,15942,0
CSS,TensorFlow,0,2369,0
CSS,TextMate,0,561,0
CSS,Torch/PyTorch,0,484,0
CSS,Vim,0,12195,0
CSS,Visual Studio,0,17439,0
CSS,Visual Studio Code,0,19633,0
CSS,Windows,0,40861,0
CSS,Windows Phone,0,1359,0
CSS,WordPress,0,9340,0
CSS,Xamarin,0,2810,0
CSS,Xcode,0,4768,0
CSS,Zend,0,246,0
CSS,iOS,0,6779,0
Cassandra,.NET,0,0,482
Cassandra,.NET Core,134,368,405
Cassandra,ASP.NET,0,0,400
Cassandra,AWS,0,1097,1254
Cassandra,Amazon DynamoDB,0,357,0
Cassandra,Amazon Echo,0,162,0
Cassandra,Amazon RDS/Aurora,0,303,0
Cassandra,Amazon Redshift,0,207,0
Cassandra,Amazon Web Services (AWS),495,0,0
Cassandra,Android,231,620,704
Cassandra,Android Studio,142,467,452
Cassandra,Angular/Angular.js,0,807,779
Cassandra,AngularJS,334,0,0
Cassandra,Ansible,0,0,582
Cassandra,Apache HBase,0,245,0
Cassandra,Apache Hive,0,298,0
Cassandra,Apache Spark,0,0,594
Cassandra,Apple Watch or Apple TV,0,79,0
Cassandra,Arduino,113,283,350
Cassandra,Atom,196,554,462
Cassandra,Azure,0,354,0
Cassandra,BSD/Unix,0,12,13
Cassandra,Chef,0,0,224
Cassandra,Coda,9,55,75
Cassandra,Cordova,81,196,218
Cassandra,Couchbase,0,0,274
Cassandra,CryEngine,0,0,77
Cassandra,Django,0,390,439
Cassandra,Docker,0,0,1651
Cassandra,Drupal,0,100,156
Cassandra,DynamoDB,0,0,465
Cassandra,ESP8266,0,90,0
Cassandra,Eclipse,240,588,515
Cassandra,Elasticsearch,0,997,1174
Cassandra,Emacs,80,190,223
Cassandra,Express,0,0,554
Cassandra,Firebase,62,325,401
Cassandra,Flask,0,0,506
Cassandra,Flutter,0,0,140
Cassandra,Gaming console,0,71,0
Cassandra,Google BigQuery,0,175,0
Cassandra,Google Cloud Platform/App Engine,0,404,633
Cassandra,Google Cloud Storage,0,251,0
Cassandra,Google Home,0,78,0
Cassandra,Hadoop,188,467,499
Cassandra,Heroku,0,340,327
Cassandra,IBM Cloud or Watson,0,110,162
Cassandra,IBM Db2,0,121,0
Cassandra,IPython / Jupyter,96,337,437
Cassandra,IntelliJ,453,1312,1377
Cassandra,Komodo,10,44,72
Cassandra,Kubernetes,0,0,793
Cassandra,Laravel,0,0,226
Cassandra,Light Table,8,40,58
Cassandra,Linux,358,1576,1898
Cassandra,Linux-based,0,804,921
Cassandra,MacOS,262,1532,1264
Cassandra,Mainframe,26,52,0
Cassandra,MariaDB,0,479,679
Cassandra,Memcached,0,389,0
Cassandra,Microsoft Azure,124,0,438
Cassandra,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,222,0
Cassandra,Microsoft SQL Server,0,0,685
Cassandra,MongoDB,352,1184,1129
Cassandra,MySQL,518,1440,1471
Cassandra,Neo4j,0,231,0
Cassandra,NetBeans,66,184,193
Cassandra,Node.js,356,1067,1101
Cassandra,Notepad++,265,677,711
Cassandra,Oracle,196,369,623
Cassandra,PHPStorm,72,201,208
Cassandra,Pandas,0,0,482
Cassandra,PostgreSQL,394,1285,1351
Cassandra,Predix,0,38,0
Cassandra,Puppet,0,0,227
Cassandra,PyCharm,162,462,548
Cassandra,RStudio,44,142,162
Cassandra,Raspberry Pi,183,498,541
Cassandra,React,179,667,0
Cassandra,React Native,0,0,316
Cassandra,React.js,0,0,801
Cassandra,Redis,318,1030,1122
Cassandra,Ruby on Rails,0,0,263
Cassandra,RubyMine,36,89,100
Cassandra,SQL Server,260,806,0
Cassandra,SQLite,249,486,839
Cassandra,Salesforce,49,109,0
Cassandra,Serverless,67,267,0
Cassandra,SharePoint,36,92,0
Cassandra,Slack,0,0,920
Cassandra,Spark,207,549,0
Cassandra,Spring,0,745,829
Cassandra,Sublime Text,298,819,713
Cassandra,TensorFlow,0,295,400
Cassandra,TextMate,19,69,91
Cassandra,Torch/PyTorch,0,96,188
Cassandra,Unity 3D,0,0,221
Cassandra,Unreal Engine,0,0,127
Cassandra,Vim,391,1073,1136
Cassandra,Visual Studio,226,502,495
Cassandra,Visual Studio Code,163,775,1271
Cassandra,Vue.js,0,0,386
Cassandra,Windows,231,1158,1232
Cassandra,Windows Phone,37,89,0
Cassandra,WordPress,119,308,353
Cassandra,Xamarin,61,116,159
Cassandra,Xcode,98,234,271
Cassandra,Zend,7,49,68
Cassandra,iOS,155,298,326
Cassandra,jQuery,0,0,827
Chef,.NET,0,0,342
Chef,.NET Core,0,0,295
Chef,BSD/Unix,0,0,10
Chef,Cordova,0,0,162
Chef,CryEngine,0,0,80
Chef,Flutter,0,0,104
Chef,Hadoop,0,0,224
Chef,Linux-based,0,0,465
Chef,MacOS,0,0,243
Chef,Node.js,0,0,755
Chef,Pandas,0,0,233
Chef,Puppet,0,0,301
Chef,React Native,0,0,217
Chef,TensorFlow,0,0,208
Chef,Torch/PyTorch,0,0,121
Chef,Unity 3D,0,0,157
Chef,Unreal Engine,0,0,112
Chef,Windows,0,0,78
Chef,Xamarin,0,0,123
Clojure,.NET,0,0,201
Clojure,.NET Core,49,154,172
Clojure,ASP.NET,0,0,152
Clojure,AWS,0,440,628
Clojure,Amazon DynamoDB,0,163,0
Clojure,Amazon Echo,0,82,0
Clojure,Amazon RDS/Aurora,0,140,0
Clojure,Amazon Redshift,0,104,0
Clojure,Amazon Web Services (AWS),198,0,0
Clojure,Android,93,262,292
Clojure,Android Studio,52,154,170
Clojure,Angular/Angular.js,0,282,276
Clojure,AngularJS,112,0,0
Clojure,Ansible,0,0,245
Clojure,Apache HBase,0,68,0
Clojure,Apache Hive,0,82,0
Clojure,Apache Spark,0,0,131
Clojure,Apple Watch or Apple TV,0,52,0
Clojure,Arduino,54,131,156
Clojure,Atom,97,231,194
Clojure,Azure,0,138,0
Clojure,BSD/Unix,0,7,6
Clojure,Bash/Shell/PowerShell,0,668,0
Clojure,CSS,0,687,0
Clojure,Cassandra,59,128,152
Clojure,Chef,0,0,105
Clojure,Cobol,0,60,0
Clojure,Coda,7,37,43
Clojure,Cordova,42,83,102
Clojure,Couchbase,0,0,85
Clojure,CryEngine,0,0,52
Clojure,Dart,22,0,118
Clojure,Delphi/Object Pascal,0,73,0
Clojure,Django,0,155,187
Clojure,Docker,0,0,722
Clojure,Drupal,0,51,61
Clojure,DynamoDB,0,0,239
Clojure,ESP8266,0,49,0
Clojure,Eclipse,61,145,130
Clojure,Elasticsearch,0,326,364
Clojure,Elixir,43,0,157
Clojure,Emacs,139,341,521
Clojure,Erlang,42,121,116
Clojure,Express,0,0,231
Clojure,F#,33,119,107
Clojure,Firebase,39,148,155
Clojure,Flask,0,0,215
Clojure,Flutter,0,0,72
Clojure,Gaming console,0,45,0
Clojure,Go,89,289,310
Clojure,Google BigQuery,0,101,0
Clojure,Google Cloud Platform/App Engine,0,158,251
Clojure,Google Cloud Storage,0,112,0
Clojure,Google Home,0,48,0
Clojure,Groovy,52,193,0
Clojure,HTML/CSS,0,707,748
Clojure,Hack,19,59,0
Clojure,Hadoop,44,102,114
Clojure,Haskell,60,205,0
Clojure,Heroku,0,207,237
Clojure,IBM Cloud or Watson,0,55,63
Clojure,IBM Db2,0,60,0
Clojure,IPython / Jupyter,40,131,184
Clojure,IntelliJ,164,451,547
Clojure,Java,205,622,675
Clojure,JavaScript,266,796,875
Clojure,Julia,24,73,0
Clojure,Komodo,6,35,44
Clojure,Kotlin,0,158,203
Clojure,Kubernetes,0,0,281
Clojure,Laravel,0,0,87
Clojure,Light Table,26,52,60
Clojure,Linux,126,629,897
Clojure,Linux-based,0,323,521
Clojure,Lua,44,134,0
Clojure,MacOS,119,757,697
Clojure,Mainframe,16,37,0
Clojure,MariaDB,0,155,222
Clojure,Matlab,33,112,0
Clojure,Memcached,0,135,0
Clojure,Microsoft Azure,40,0,154
Clojure,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,81,0
Clojure,Microsoft SQL Server,0,0,261
Clojure,MongoDB,125,358,361
Clojure,MySQL,154,465,476
Clojure,Neo4j,0,110,0
Clojure,NetBeans,22,73,79
Clojure,Node.js,175,479,505
Clojure,Notepad++,58,158,169
Clojure,Objective-C,60,141,110
Clojure,Ocaml,0,94,0
Clojure,Oracle,56,121,196
Clojure,PHP,89,270,228
Clojure,PHPStorm,21,79,78
Clojure,Pandas,0,0,191
Clojure,Perl,39,127,0
Clojure,PostgreSQL,181,587,739
Clojure,Predix,0,31,0
Clojure,Puppet,0,0,93
Clojure,PyCharm,46,136,161
Clojure,Python,188,591,673
Clojure,R,50,168,149
Clojure,RStudio,22,64,73
Clojure,Raspberry Pi,80,222,244
Clojure,React,155,482,0
Clojure,React Native,0,0,183
Clojure,React.js,0,0,584
Clojure,Redis,118,377,403
Clojure,Ruby,102,308,288
Clojure,Ruby on Rails,0,0,181
Clojure,RubyMine,12,55,59
Clojure,Rust,44,168,203
Clojure,SQL,174,603,651
Clojure,SQL Server,73,263,0
Clojure,SQLite,103,214,378
Clojure,Salesforce,21,51,0
Clojure,Scala,91,221,212
Clojure,Serverless,31,139,0
Clojure,SharePoint,15,48,0
Clojure,Slack,0,0,393
Clojure,Smalltalk,22,0,0
Clojure,Spark,51,114,0
Clojure,Spring,0,217,238
Clojure,Sublime Text,91,230,225
Clojure,Swift,60,152,134
Clojure,TensorFlow,0,134,158
Clojure,TextMate,9,41,57
Clojure,Torch/PyTorch,0,48,88
Clojure,TypeScript,61,258,304
Clojure,Unity 3D,0,0,122
Clojure,Unreal Engine,0,0,77
Clojure,VB.NET,22,73,0
Clojure,VBA,23,73,86
Clojure,Vim,177,495,558
Clojure,Visual Basic 6,20,76,0
Clojure,Visual Studio,63,175,182
Clojure,Visual Studio Code,50,333,461
Clojure,Vue.js,0,0,162
Clojure,WebAssembly,0,0,105
Clojure,Windows,76,379,424
Clojure,Windows Phone,13,49,0
Clojure,WordPress,48,115,129
Clojure,Xamarin,23,70,70
Clojure,Xcode,46,119,133
Clojure,Zend,6,37,45
Clojure,iOS,80,175,186
Clojure,jQuery,0,0,327
Cobol,.NET Core,0,173,0
Cobol,AWS,0,116,0
Cobol,Amazon DynamoDB,0,58,0
Cobol,Amazon Echo,0,45,0
Cobol,Amazon RDS/Aurora,0,48,0
Cobol,Amazon Redshift,0,38,0
Cobol,Android,0,219,0
Cobol,Android Studio,0,172,0
Cobol,Angular/Angular.js,0,175,0
Cobol,Apache HBase,0,52,0
Cobol,Apache Hive,0,56,0
Cobol,Apple Watch or Apple TV,0,47,0
Cobol,Arduino,0,102,0
Cobol,Atom,0,113,0
Cobol,Azure,0,91,0
Cobol,BSD/Unix,0,3,0
Cobol,Bash/Shell/PowerShell,0,312,0
Cobol,CSS,0,429,0
Cobol,Cassandra,0,63,0
Cobol,Coda,0,34,0
Cobol,Cordova,0,72,0
Cobol,Django,0,76,0
Cobol,Drupal,0,52,0
Cobol,ESP8266,0,42,0
Cobol,Eclipse,0,240,0
Cobol,Elasticsearch,0,96,0
Cobol,Emacs,0,52,0
Cobol,Firebase,0,107,0
Cobol,Gaming console,0,53,0
Cobol,Google BigQuery,0,57,0
Cobol,Google Cloud Platform/App Engine,0,86,0
Cobol,Google Cloud Storage,0,69,0
Cobol,Google Home,0,39,0
Cobol,HTML/CSS,0,475,0
Cobol,Hadoop,0,73,0
Cobol,Heroku,0,70,0
Cobol,IBM Cloud or Watson,0,48,0
Cobol,IBM Db2,0,179,0
Cobol,IPython / Jupyter,0,80,0
Cobol,IntelliJ,0,156,0
Cobol,Komodo,0,37,0
Cobol,Light Table,0,30,0
Cobol,Linux,0,288,0
Cobol,Linux-based,0,99,0
Cobol,MacOS,0,187,0
Cobol,Mainframe,0,160,0
Cobol,MariaDB,0,114,0
Cobol,Memcached,0,60,0
Cobol,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,87,0
Cobol,MongoDB,0,166,0
Cobol,MySQL,0,380,0
Cobol,Neo4j,0,58,0
Cobol,NetBeans,0,139,0
Cobol,Node.js,0,201,0
Cobol,Notepad++,0,303,0
Cobol,Oracle,0,189,0
Cobol,PHPStorm,0,72,0
Cobol,PostgreSQL,0,221,0
Cobol,Predix,0,29,0
Cobol,PyCharm,0,96,0
Cobol,RStudio,0,49,0
Cobol,Raspberry Pi,0,133,0
Cobol,React,0,102,0
Cobol,Redis,0,104,0
Cobol,RubyMine,0,43,0
Cobol,SQL Server,0,358,0
Cobol,SQLite,0,176,0
Cobol,Salesforce,0,49,0
Cobol,Serverless,0,42,0
Cobol,SharePoint,0,74,0
Cobol,Spark,0,61,0
Cobol,Spring,0,140,0
Cobol,Sublime Text,0,157,0
Cobol,TensorFlow,0,57,0
Cobol,TextMate,0,40,0
Cobol,Torch/PyTorch,0,35,0
Cobol,Vim,0,131,0
Cobol,Visual Studio,0,264,0
Cobol,Visual Studio Code,0,206,0
Cobol,Windows,0,648,0
Cobol,Windows Phone,0,87,0
Cobol,WordPress,0,143,0
Cobol,Xamarin,0,78,0
Cobol,Xcode,0,95,0
Cobol,Zend,0,35,0
Cobol,iOS,0,112,0
Coda,.NET,0,0,126
Coda,.NET Core,0,0,103
Coda,ASP.NET,0,0,118
Coda,Android Studio,46,0,0
Coda,Angular/Angular.js,0,0,150
Coda,Ansible,0,0,91
Coda,Apache Spark,0,0,91
Coda,BSD/Unix,0,0,5
Coda,Chef,0,0,81
Coda,Cordova,0,0,86
Coda,CryEngine,0,0,62
Coda,Django,0,0,136
Coda,Drupal,0,0,97
Coda,Eclipse,41,149,181
Coda,Emacs,18,83,105
Coda,Express,0,0,130
Coda,Flask,0,0,121
Coda,Flutter,0,0,61
Coda,Hadoop,0,0,103
Coda,IPython / Jupyter,22,120,236
Coda,IntelliJ,31,149,182
Coda,Komodo,12,69,102
Coda,Laravel,0,0,125
Coda,Light Table,4,53,96
Coda,Linux-based,0,0,96
Coda,MacOS,0,0,124
Coda,NetBeans,29,108,137
Coda,Node.js,0,0,195
Coda,Notepad++,55,151,231
Coda,PHPStorm,35,120,153
Coda,Pandas,0,0,157
Coda,Puppet,0,0,72
Coda,PyCharm,22,112,212
Coda,RStudio,15,80,149
Coda,React Native,0,0,89
Coda,React.js,0,0,156
Coda,Ruby on Rails,0,0,91
Coda,RubyMine,15,63,100
Coda,Spring,0,0,97
Coda,Sublime Text,87,234,262
Coda,TensorFlow,0,0,137
Coda,TextMate,28,90,125
Coda,Torch/PyTorch,0,0,107
Coda,Unity 3D,0,0,103
Coda,Unreal Engine,0,0,79
Coda,Vim,61,165,205
Coda,Visual Studio,52,151,191
Coda,Visual Studio Code,40,184,291
Coda,Vue.js,0,0,118
Coda,Windows,0,0,61
Coda,Xamarin,0,0,80
Coda,Xcode,78,239,247
Coda,Zend,7,62,104
Coda,jQuery,0,0,277
CoffeeScript,.NET Core,182,379,0
CoffeeScript,AWS,0,1086,0
CoffeeScript,Amazon DynamoDB,0,304,0
CoffeeScript,Amazon Echo,0,170,0
CoffeeScript,Amazon RDS/Aurora,0,321,0
CoffeeScript,Amazon Redshift,0,161,0
CoffeeScript,Amazon Web Services (AWS),569,0,0
CoffeeScript,Android,333,693,0
CoffeeScript,Android Studio,198,412,0
CoffeeScript,Angular/Angular.js,0,1037,0
CoffeeScript,AngularJS,556,0,0
CoffeeScript,Apache HBase,0,75,0
CoffeeScript,Apache Hive,0,85,0
CoffeeScript,Apple Watch or Apple TV,0,106,0
CoffeeScript,Arduino,148,328,0
CoffeeScript,Atom,439,894,0
CoffeeScript,Azure,0,274,0
CoffeeScript,BSD/Unix,0,9,0
CoffeeScript,Bash/Shell/PowerShell,0,1700,0
CoffeeScript,CSS,0,2295,0
CoffeeScript,Cassandra,82,165,0
CoffeeScript,Clojure,70,156,0
CoffeeScript,Cobol,0,75,0
CoffeeScript,Coda,21,57,0
CoffeeScript,Common Lisp,36,0,0
CoffeeScript,Cordova,183,297,0
CoffeeScript,Dart,41,0,0
CoffeeScript,Delphi/Object Pascal,0,111,0
CoffeeScript,Django,0,366,0
CoffeeScript,Drupal,0,164,0
CoffeeScript,ESP8266,0,90,0
CoffeeScript,Eclipse,163,277,0
CoffeeScript,Elasticsearch,0,779,0
CoffeeScript,Elixir,91,0,0
CoffeeScript,Emacs,97,169,0
CoffeeScript,Erlang,48,163,0
CoffeeScript,F#,37,100,0
CoffeeScript,Firebase,127,490,0
CoffeeScript,Gaming console,0,79,0
CoffeeScript,Go,183,497,0
CoffeeScript,Google BigQuery,0,141,0
CoffeeScript,Google Cloud Platform/App Engine,0,357,0
CoffeeScript,Google Cloud Storage,0,227,0
CoffeeScript,Google Home,0,81,0
CoffeeScript,Groovy,104,234,0
CoffeeScript,HTML/CSS,0,2319,0
CoffeeScript,Hack,31,78,0
CoffeeScript,Hadoop,57,132,0
CoffeeScript,Haskell,83,207,0
CoffeeScript,Heroku,0,813,0
CoffeeScript,IBM Cloud or Watson,0,98,0
CoffeeScript,IBM Db2,0,81,0
CoffeeScript,IPython / Jupyter,58,180,0
CoffeeScript,IntelliJ,286,650,0
CoffeeScript,Java,486,1149,0
CoffeeScript,JavaScript,1112,2465,0
CoffeeScript,Julia,23,82,0
CoffeeScript,Komodo,11,47,0
CoffeeScript,Kotlin,0,200,0
CoffeeScript,Light Table,12,36,0
CoffeeScript,Linux,373,1334,0
CoffeeScript,Linux-based,0,610,0
CoffeeScript,Lua,99,262,0
CoffeeScript,MacOS,378,2132,0
CoffeeScript,Mainframe,24,51,0
CoffeeScript,MariaDB,0,476,0
CoffeeScript,Matlab,62,182,0
CoffeeScript,Memcached,0,407,0
CoffeeScript,Microsoft Azure,116,0,0
CoffeeScript,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",0,189,0
CoffeeScript,MongoDB,452,1103,0
CoffeeScript,MySQL,713,1638,0
CoffeeScript,Neo4j,0,154,0
CoffeeScript,NetBeans,67,135,0
CoffeeScript,Node.js,741,1589,0
CoffeeScript,Notepad++,208,421,0
CoffeeScript,Objective-C,152,350,0
CoffeeScript,Ocaml,0,74,0
CoffeeScript,Oracle,120,204,0
CoffeeScript,PHP,466,1096,0
CoffeeScript,PHPStorm,140,273,0
CoffeeScript,Perl,82,243,0
CoffeeScript,PostgreSQL,612,1583,0
CoffeeScript,Predix,0,36,0
CoffeeScript,PyCharm,99,268,0
CoffeeScript,Python,497,1294,0
CoffeeScript,R,73,247,0
CoffeeScript,RStudio,28,89,0
CoffeeScript,Raspberry Pi,238,558,0
CoffeeScript,React,410,1210,0
CoffeeScript,Redis,455,1128,0
CoffeeScript,Ruby,573,1374,0
CoffeeScript,RubyMine,115,270,0
CoffeeScript,Rust,62,198,0
CoffeeScript,SQL,726,1764,0
CoffeeScript,SQL Server,266,780,0
CoffeeScript,SQLite,371,655,0
CoffeeScript,Salesforce,69,142,0
CoffeeScript,Scala,109,241,0
CoffeeScript,Serverless,64,233,0
CoffeeScript,SharePoint,37,85,0
CoffeeScript,Smalltalk,23,0,0
CoffeeScript,Spark,60,129,0
CoffeeScript,Spring,0,264,0
CoffeeScript,Sublime Text,486,980,0
CoffeeScript,Swift,155,354,0
CoffeeScript,TensorFlow,0,206,0
CoffeeScript,TextMate,35,99,0
CoffeeScript,Torch/PyTorch,0,71,0
CoffeeScript,TypeScript,297,930,0
CoffeeScript,VB.NET,72,200,0
CoffeeScript,VBA,45,175,0
CoffeeScript,Vim,516,1040,0
CoffeeScript,Visual Basic 6,45,178,0
CoffeeScript,Visual Studio,248,475,0
CoffeeScript,Visual Studio Code,248,966,0
CoffeeScript,Windows,252,1012,0
CoffeeScript,Windows Phone,54,99,0
CoffeeScript,WordPress,269,549,0
CoffeeScript,Xamarin,79,165,0
CoffeeScript,Xcode,181,349,0
CoffeeScript,Zend,10,48,0
CoffeeScript,iOS,274,537,0
Common Lisp,.NET Core,58,0,0
Common Lisp,Amazon Web Services (AWS),75,0,0
Common Lisp,Android,77,0,0
Common Lisp,Android Studio,50,0,0
Common Lisp,AngularJS,76,0,0
Common Lisp,Arduino,56,0,0
Common Lisp,Atom,48,0,0
Common Lisp,Cassandra,20,0,0
Common Lisp,Clojure,46,0,0
Common Lisp,Coda,8,0,0
Common Lisp,Cordova,27,0,0
Common Lisp,Dart,22,0,0
Common Lisp,Eclipse,73,0,0
Common Lisp,Elixir,33,0,0
Common Lisp,Emacs,125,0,0
Common Lisp,Erlang,35,0,0
Common Lisp,F#,32,0,0
Common Lisp,Firebase,30,0,0
Common Lisp,Go,49,0,0
Common Lisp,Groovy,30,0,0
Common Lisp,Hack,19,0,0
Common Lisp,Hadoop,31,0,0
Common Lisp,Haskell,49,0,0
Common Lisp,IPython / Jupyter,31,0,0
Common Lisp,IntelliJ,58,0,0
Common Lisp,Java,160,0,0
Common Lisp,JavaScript,172,0,0
Common Lisp,Julia,24,0,0
Common Lisp,Komodo,10,0,0
Common Lisp,Light Table,9,0,0
Common Lisp,Linux,138,0,0
Common Lisp,Lua,33,0,0
Common Lisp,MacOS,70,0,0
Common Lisp,Mainframe,17,0,0
Common Lisp,Matlab,53,0,0
Common Lisp,Microsoft Azure,33,0,0
Common Lisp,MongoDB,68,0,0
Common Lisp,MySQL,139,0,0
Common Lisp,NetBeans,32,0,0
Common Lisp,Node.js,100,0,0
Common Lisp,Notepad++,86,0,0
Common Lisp,Objective-C,47,0,0
Common Lisp,Oracle,47,0,0
